id,name,status,website,address,p_tag,i_tag,business_scope
54f1a485905ad027477b9252670c1e64,惠州金仕达装饰工程有限公司,注销,暂无官网信息,惠州市河南岸新安路25号二楼,,"建筑业,建筑装饰、装修和其他建筑业,装饰工程,",室内外装饰装修工程；水电安装工程；管道工程；防水工程及施工；钢结构工程；幕墙工程；广告经营；建筑材料
75f1e4f09cf45849f9035ad2dda3efe6,淄博德海涂装工程有限公司,注销,暂无官网信息,山东省淄博市周村区萌水镇兴萌路185号,,"制造业,金属制品业,金属表面处理及热处理加工,",船舶及机械设备涂装工程施工;磨料、焊接材料、管件、钢材劳保护品销售;涂装技术开发(依法须经批准的项目
a452df4c47f8647f76e061d41e4024a3,昌邑市电力工程有限公司,注销,暂无官网信息,昌邑市北海路451号,,"电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,电力供应,招标采购,",可承担110KV及以下送电线路(含电缆工程)和同电压等级变电站工程的施工;电力购销及售电;生产销售、
a93d1b9701e744e983473fefdcf1d555,淄博隆利铁合金有限公司,注销,暂无官网信息,淄博市周村区萌水镇官三村,,"制造业,有色金属冶炼和压延加工业,有色金属合金制造,",硅锰合金生产、销售（不含冶炼），黑色金属材料批发、零售（依法须经批准的项目，经相关部门批准后方可开展
ab53073c60cc673757cac277f4a64a4d,胜利油田新大管具有限责任公司,注销,暂无官网信息,东营市东营区北二路101号,"管材管件,材料类,仪器设备,生产制造,钢管,","制造业,专用设备制造业,采矿、冶金、建筑专用设备制造,石油钻采专用设备制造,",油田井下管具、工具、作业大钩、管钳、索具、内衬不锈钢管件、抽油杆、管件、标准件、井口装置生产、维修、
ad6a0c98e6df1659b4c888c8921f4814,广州友田机电设备有限公司,注销,www.weldking.com.cn,广州高新技术产业开发区科学城南翔三路11号,"工业设备,仪器设备,非TMT,生产制造,机械制造,知名机构投资,焊接,","制造业,专用设备制造业,电子和电工机械专用设备制造,电工机械专用设备制造,",金属切割及焊接设备制造;其他金属加工机械制造;机械零部件加工;建筑工程用机械制造;具有独立功能专用机
eee223bcb94061d0d1da0b1b4196e94c,淄博来帮再生资源有限公司,注销,暂无官网信息,山东省淄博市高青县高城镇高青收费站以南、高淄路东侧2号,,"制造业,有色金属冶炼和压延加工业,",废旧金属收购、分拣、加工(不含冶炼)、销售;废旧物资收购、销售(以上不含危险、监控、易制毒废旧物资、
f3ed8413dc11594aaa117383fee86434,淄博胜宝旺涂装工程有限公司,注销,暂无官网信息,山东省淄博市文昌湖区萌水兴萌路37号,,"制造业,金属制品业,金属表面处理及热处理加工,",船舶及机械设备涂装工程施工;磨料、焊接材料、管件、钢材、劳保护品销售;涂装技术开发;国内劳务派遣;人
f6cf011469c4a2482a0e13e2cacb5c7d,惠州市富池精工股份有限公司,注销,www.fcseiko.com,惠州市惠城区小金口柏岗村尾一路14号A栋二层,"金属,精密加工,零部件制造,非TMT,生产制造,精密配件,高新技术企业,科技型中小企业,媒体报道,","制造业,金属制品业,",加工、销售：精密轴、弹簧、螺丝、钣金件、钢材、五金配件，货物进出口业务。(依法须经批准的项目，经相关
048de40170b0ca9a3ab0d0bb06d8d379,北京立德普天科技有限公司,注销,www.cldcc.com,北京市海淀区北四环西路65号9层0924室,,"科学研究和技术服务业,科技推广和应用服务业,其他科技推广服务业,","依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动。"
05fa6d5b52d0513220ad8dc18b73613b,玉门新能源金属结构制造厂,注销,暂无官网信息,玉门市高新技术工业园区,,"制造业,金属制品业,新能源,",风塔塔筒的加工、制作
07b2a68794ac13d8661d205e08df35bd,河北强威科技开发有限公司,注销,暂无官网信息,河北省邯郸市邯山区浴新南大街16号义商大厦2-1908号,,"科学研究和技术服务业,",软件开发与维护、计算机网络工程和信息技术服务、计算机辅助设备的销售及技术咨询。钢材、不锈钢材、有色金
09b8bf401048e3b94277daf23e7e7de5,湖北新精冶金科技有限公司,注销,hbxjkj.com,杭州西路(磁湖科创中心),,"批发和零售业,批发业,农、林、牧、渔产品批发,",冶金新材料新产品的研发、推广与应用；销售金属材料、建筑材料、铁合金、炉料、电脑软硬件、化工产品（不含
0dca11570ba16bc9e86d43583f413773,高青县立成再生资源购销有限公司,注销,暂无官网信息,高青县高城镇东大张村,,"居民服务、修理和其他服务业,其他服务业,其他未列明服务业,",废旧金属及废旧物资收购、销售(不含报废汽车、危险废物、摬外可利用废物);生铁、钢材、耐火材料、钢渣、
12cc1fb7e5ec3e9fa8e4ff72c51cc316,吉林晋亿机电设备有限公司,注销,暂无官网信息,吉林省永吉县口前镇玉关村六社,,"批发和零售业,批发业,机械设备、五金产品及电子产品批发,",机床设备、机床设备维修及改造、木工机械、工矿配件、金属配件、建材（不含木材）、水泥、化工原料及化工产
156dd5596168a16e492293a44a335df5,安阳市联诚钢铁实业有限公司,注销,www.lcsteel.com.cn,安阳市龙安区烟厂路南段(娘娘庙村委会南),,"批发和零售业,批发业,矿产品、建材及化工产品批发,建材批发,",铁矿粉、生铁、硅铁、锰铁、焦炭、钢坯、五金、交电、钢材、建材销售。
164e7a0ad6e6e1c2e9504f9d0e8b6e27,陕西鸿昌建设集团有限公司,注销,www.hongchangjianshe.com,陕西省铜川市王益区红旗街86号百盛国贸15层,"市政工程,建筑安装,园林绿化工程施工,土木工程建筑,消防工程,建筑工程服务,建筑,工程建筑承包,机电","建筑业,房屋建筑业,",许可经营项目：。一般经营项目：民用、工业、交通、能源、市政工程、机电设备安装、水利水电建设项目、通信
16f94a88617dd2dfec81c804fc88060e,河南海墨贸易有限公司,注销,暂无官网信息,郑州市惠济区兴隆铺路8号院1号楼,,"批发和零售业,批发业,矿产品、建材及化工产品批发,",销售：焦炭、五金建材、机电设备、水处理设备及配件、仪器仪表、化工产品、办公用品（法律、法规规定应经审
215016e82ec964bfcc2077bb6ce54a34,辽宁乾业建材制造有限公司,注销,暂无官网信息,新宾满族自治县新宾镇刘家工业园区,,"批发和零售业,批发业,矿产品、建材及化工产品批发,建材批发,建筑材料,建材家具,",一般经营项目：建筑砌块、耐火砖、路面砖、护坡砖生产，市政工程、防腐保温工程施工，建筑材料、钢材、水暖
240ba49b4fe2e2e7675c84642deae1b8,深圳市常飞乐航空服务有限公司,注销,www.flying666.com,深圳市福田区益田路明月花园南座31G,,"交通运输、仓储和邮政业,航空运输业,航空运输辅助活动,",经营国内航空客票销售业务;国内商业、物资供销业(不含专营、专控、专卖商品)。
27538ff75270f79cbab58c11a3d8ffe0,电光冶金（宿州）有限公司,注销,暂无官网信息,安徽省宿州市经济开发区金江五路南侧,,"制造业,有色金属冶炼和压延加工业,常用有色金属冶炼,其他常用有色金属冶炼,",高碳铬铁的冶炼及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2a67c5c0c147aae87a512df85dd01724,营口永光物资有限公司,注销,暂无官网信息,辽宁省营口市站前区市府路南1-1-260号,,"批发和零售业,","国内一般贸易;生产:服装、针织品。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
2f68c2177521f974b091f5fbd00c6ad6,邻邻柒集采（余姚）供应链管理有限公司,注销,暂无官网信息,浙江省余姚市梨洲街道陈洪村32号(自主申报),"企业通用服务,企业服务,供应链管理,","租赁和商务服务业,供应链服务,",供应链管理服务，服装、鞋帽、化妆品、电子产品、工艺品（象牙及其制品除外）、饰品、通讯设备、家用电器、
314adc42d189f029f4c2c73bfa1c5b16,天津美辰科技发展有限公司,注销,www.meichentools.com,天津市武清开发区福源道北侧金融商务楼1-1101-259(集中办公区),,"科学研究和技术服务业,科技推广和应用服务业,技术推广服务,其他技术推广服务,",机械设备制造技术开发、咨询服务、转让，机械设备、仪器仪表、五金产品、建筑材料、金属材料、化工产品（危
3322caa9577c9ea6c9a47aab0a2e4aaf,安徽建都建设有限公司合肥分公司,注销,暂无官网信息,合肥市庐阳区庐阳工业园天河路1001号3#生产车间,,"建筑业,",在总公司授权范围内经营（经营范围涉及资质的，凭资质证经营）。
3490e92243b94aba568ed613e98ec0f1,上海得洲实业有限公司,注销,暂无官网信息,上海市宝山区长建路777号698室,,"批发和零售业,批发业,矿产品、建材及化工产品批发,金属及金属矿批发,",金属材料、装潢材料、建筑材料、普通机械设备、电气设备、五金交电、办公设备及用品批兼零、代购代销;商务
35a101d4583176162a85e13a27c44ac0,新乡市万里商贸有限公司,注销,暂无官网信息,红旗区洪门钢材市场A区西排8号,,"批发和零售业,批发业,矿产品、建材及化工产品批发,金属及金属矿批发,",钢材、木材、建筑材料、装饰材料批发、零售。（凡涉及许可经营项目的凭许可证经营）
3b1e00640fa0ea0c0911e1176e961434,四川省华高科技有限公司重庆分公司,注销,暂无官网信息,重庆市渝北区龙溪街道黄龙路179号天一华府8幢1单元6-4,,"信息传输、软件和信息技术服务业,",销售：输配电及控制设备、电池设备、通信设备（不含卫星地面接收设施）、计算机；软件信息技术服务。**国
3b9d388c678a52fdffdabd06464e2230,新疆八钢佳域工业材料有限公司乌鲁木齐佳信印刷分厂,注销,暂无官网信息,新疆乌鲁木齐市头屯河区魏户滩路2号,,"制造业,印刷和记录媒介复制业,装订及印刷相关服务,印刷,",企业管理；生产、加工、销售：板材制品、有色金属合金、冶金辅料、合金包芯线、紧固件、金属材料、金属结构
3d0d11389d7a0c3a88c8fb16a2a2de7b,杭州寒士欢钢铁有限公司,注销,暂无官网信息,拱墅区拱康路88号(杭州物资城康桥配送中心3号楼11-4号),,"批发和零售业,批发业,矿产品、建材及化工产品批发,金属及金属矿批发,",金属材料、建筑材料的销售(上述经营范围应在《市场名称登记证》有效的营业期限内经营)。
4506838f2dfcccdfb29f759c731f28e4,杭州腾锋数码科技有限公司,注销,暂无官网信息,杭州市西湖区文三路369号文三数码大厦813A室,,"信息传输、软件和信息技术服务业,软件和信息技术服务业,集成电路设计,",服务:为中国移动通信集团浙江有限公司杭州分公司代理移动通信业务(具体详见《移动通信业务代理协议》)。
4763539fe777c8cfc41b75e78a53c302,陕西烯鑫光电科技有限公司,注销,暂无官网信息,陕西省咸阳市渭城区文汇东路16号,"热力,能源电力,","批发和零售业,批发业,",石墨烯远红外发热膜、线、集成3D墙群、墙画、彩色调光膜、家居采暖用品、健康理疗用品、配套电器、五金、
482ea7518c90beb52b6485b29213916d,维扬靓影信息技术（北京）有限公司,注销,www.gcbparty.com,北京市房山区良乡凯旋大街建设路18号—D5067,"工程建设管理,工程管理,建筑工程服务,建筑,","信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,其他未列明信息技术服务业,",信息技术开发；技术咨询（中介除外）；技术转让；技术推广；技术服务；软件开发；应用软件服务；计算机系统
53dd6234384426e0bdc66db425135af3,湖南省新化县三鑫锰业有限公司,注销,暂无官网信息,新化县洋溪镇中一村,,"制造业,有色金属冶炼和压延加工业,稀有稀土金属冶炼,其他稀有金属冶炼,","中低碳锰、铬铁、低微铬铁、工业硅、硅锰合金、硅铁、富锰渣、铜铁铸件生产、销售。(依法须经批准的项目,"
5855793cedbe6d359b0d21487fd5803f,唐山开元特种焊接设备有限公司,注销,www.spec-welding.com/,高新技术产业园区火炬路189号,,"科学研究和技术服务业,专业技术服务业,工业与专业设计及其他专业技术服务,其他未列明专业技术服务业,",特种焊接设备及相关产品、焊接变位机械设计、制造、销售及维修；进出口业务；普通货运***（依法须经批准
5db69d9aa52ce3da935849a938477c6f,恩索联美木业（昆山）有限公司,注销,www.ufpcsh.com,江苏省昆山市淀山湖镇翔云路2号,,"制造业,家具制造业,木质家具制造,","生产加工木制品,销售自产产品;从事与本企业生产同类商品的进出口(原木出口除外)、批发、佣金代理(拍卖"
63e6efee3d60978005ecc05e0ee3b052,上海曲毅环保科技有限公司,注销,www.shquyi.cn,上海市奉贤区茂园路661号3552室,"环保设备,专用设备,生产制造,环保处理设备,","科学研究和技术服务业,科技推广和应用服务业,",从事环保科技领域内的技术开发、技术咨询、技术转让、技术服务，环保建设工程专业施工，不锈钢制品、金属制
65d56e553a8d6590a1bc5898c3609a6a,苏州润吉驱动技术有限公司,注销,www.run-ji.cn,吴江区汾湖镇康力大道799号,"传统行业,生产制造,先进制造,高新技术企业,制造业,机械制造,","制造业,专用设备制造业,",电动机、自动控制系统、电梯曳引机及其他部件的研发、生产及销售；自营和代理各类商品及技术的进出口业务。
6ac9a5ec866d2b72faa213b39c6400b4,乐亭环太国际贸易有限公司,注销,暂无官网信息,乐亭县马头营镇马头营村,,"批发和零售业,零售业,综合零售,其他综合零售,",煤炭、钢材、建材、黑色金属矿产品（无储存）、电子产品、日用品、百货、五金产品销售；货物进出口（依法须
7246567d8fdc543cf0b2fa7528643d5f,额济纳旗大恒能源有限公司,注销,暂无官网信息,额济纳旗达来呼布镇居延大道国检之家301,"清洁能源,风力发电,电力,能源电力,新能源,绿色新能源发电,","电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,电力生产,",许可经营项目:无 一般经营项目:风电开发、光电开发、风电咨询、光电咨询、技术服务。
7247ae146f1faa2b332d16adc0ce4897,浙江三农化工有限公司,注销,暂无官网信息,台州市路桥区塑料化工市场1519号,,"批发和零售业,批发业,矿产品、建材及化工产品批发,其他化工产品批发,",化工产品销售(不含危险化学品及易制毒物品)。
738022fefaaef4d2d3fbb4d1a6a3f18e,武汉威泰数控立车有限公司,注销,www.wzvt.com.cn,武昌区中北路108号,,"制造业,通用设备制造业,金属加工机械制造,其他金属加工机械制造,",数控立式车床、普通机械、电器机械设计、制造及销售；机床维修。数控立式车床、立式加工中心、柔性制造单元
77c986cabf911c07b96f93a2ff8b8531,焦作道成流体化学有限公司,注销,暂无官网信息,焦作市中站区店后村,,"批发和零售业,零售业,综合零售,其他综合零售,",加工、销售:反渗透水处理剂及流体工艺助剂(不含化学危险品、国家有专项规定的除外);研发销售:水处理设
79dafedd8b6e2d32133d9ed773064bf3,太仓市再生资源有限公司,注销,zszy.syggs.mofcom.gov.cn/index.shtml,太仓市双凤镇新湖新卫村,,"批发和零售业,批发业,其他批发业,再生物资回收与批发,","回收分拣废旧金属、废塑料、废玻璃、纺织废料、农作物秸杆,回收废纸分拣打包;铸造砂再生;清洗、加工、回"
8855b1c5d03c35282d3fe3a72bc559a3,上海宝钢不锈钢贸易有限公司,注销,www.bgsstl.com,宝山区园和路555号,,"制造业,金属制品业,铸造及其他金属制品制造,其他未列明金属制品制造,",金属材料的剪切、加工、销售及配套服务；仓储（除危险品及专项规定）；国内贸易；从事货物及技术的进出口业
886d44be8d1d25e6f827bd13f1b9bee0,湖北小双养殖设备有限公司,注销,暂无官网信息,湖北省黄冈市浠水县散花镇叶家桥村还建小区19栋1单元-101B,"环保设备,专用设备,生产制造,环保处理设备,","制造业,专用设备制造业,",畜禽养殖设备、水产养殖设备、环保工程设备、设计、制造、安装、销售；配电开关控制设备的生产、销售及服务
88852a862f1e6263d718c02e2a5e615f,邳州市祺运运输服务中心,注销,暂无官网信息,邳州市经济开发区海河路北海归人才创业园综合楼2-211室,,"交通运输、仓储和邮政业,道路运输业,道路货物运输,","普通货物运输;无车承运;货物装卸、货物信息服务。(依法须经批准的项目,经相关部门批准后方可开展经营活"
8c7e25eaae4df2f88a50f5b280c5c60b,辉南电力安装公司,注销,暂无官网信息,辉南县朝阳镇爱国街,,"电力、热力、燃气及水生产和供应业,","承装、承修电力设施五级(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
90a1ca6ad5d0e507da918ab9a8706db2,北京天一纵横科技有限公司,注销,暂无官网信息,北京市昌平区科技园区白浮泉路10号2号楼417A,"高科技,硬件,测试,","科学研究和技术服务业,科技推广和应用服务业,技术推广服务,其他技术推广服务,",技术推广服务；电脑图文设计；经济贸易咨询；家庭劳务服务；销售机械设备、计算机、软件及辅助设备、五金交
92f14473a58afc299718892b80375f47,中铝天津国际贸易有限公司,注销,暂无官网信息,天津经济技术开发区第一大街79号泰达MSD-B2座706室,,"批发和零售业,批发业,其他批发业,其他未列明批发业,",金属材料、矿产品、碳素制品、建材、日用百货、电子及机械设备、化工材料(不含危险品易制毒品)、汽车零部
96fd19244ba77d785361b5c9eefeb45d,安徽灵璧圣和机电工程有限公司海盐分公司,注销,暂无官网信息,海盐县秦山街道金禾路1号1幢,,"制造业,金属制品、机械和设备修理业,其他机械和设备修理业,",工业设备安装、检修；机电设备工程安装施工；工业管道安装施工、管道检修、钢结构工程施工；建筑装饰工程施
9e9aa15c47dd60b9749d4265d59c5da9,山西美锦煤焦化有限公司,注销,暂无官网信息,太原市清徐县清源镇旧太汾公路大北村段88号,,"批发和零售业,批发业,矿产品、建材及化工产品批发,煤炭及制品批发,",煤制品、化工产品（除易燃、易爆、有毒、腐蚀性产品）、金属材料（除贵稀金属）、钢材的销售；煤制品、焦炭
9fa2cd40ca0066e684f3418441a930a2,南京奥联精密塑胶模具有限公司,注销,暂无官网信息,南京市江宁区谷里街道东善桥工业集中区,,"制造业,通用设备制造业,",设计、制造、加工模具、精密机械、塑料制品、电子软件；喷涂服务；激光雕刻服务；汽车零部件组装；涂装设备
a1d3b3fe908bd4a2df3a20916222d08d,大丰市增华机械有限责任公司,注销,暂无官网信息,盐城市大丰区南阳镇祥南村五组,,"制造业,通用设备制造业,金属加工机械制造,","金属加工机械制造;汽车零部件及配件制造。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
a33497f9cbfc3f6a547bb765bd459814,浩麦佳（上海）吊索具有限公司,注销,暂无官网信息,上海市浦东新区川宏路528号,"产业用纺织品,纺织业,服装纺织,","制造业,",吊索具、机械设备、电气设备、体育用品、五金交电、劳防用品的销售。【依法须经批准的项目，经相关部门批准
a34cbf23dab7a6f15c449e846d87a70c,派尔迪斯必克工业设备制造（苏州）有限公司,注销,www.powerteam.com.cn,苏州高新区枫桥镇华山路158号130-132厂房,,"制造业,专用设备制造业,",设计、研发、组装、生产、销售:液压设备、举升设备、热交换机、电子测试、监控和检查设备;销售:测试、测
aa656f506d415ee153cea14a7e65fa23,海士软件（上海）有限公司,注销,www.siemens.com/mom/camstar,中国(上海)自由贸易试验区张杨路828-838号26楼,,"信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,软件工具,",暂无经营范围
aaee63c146cc65a4bd46e6bfb6457cc0,深圳市同椿精密机械有限公司,注销,暂无官网信息,深圳市光明新区公明办事处马山头工业园第88栋第三层B区厂房,,"制造业,通用设备制造业,金属加工机械制造,其他金属加工机械制造,精密机械,",一般经营项目是：自动化机械设备、五金模具、塑胶模具、冶具的设计与销售。（法律、行政法规或者国务院决定
ab5b224765460f33d385b315bcc00de0,江苏嘀哒物流科技有限公司,注销,www.dida100.cn,江苏金湖经济开发区金湖西路188号1901室,"物流,会员制,货运物流,会员,","科学研究和技术服务业,研究和试验发展,物流仓储,",物流信息技术开发、物流数据技术服务；物流设备及相关产品的销售；网络营销策划；普通货物运输（须取得道路
b11a3bc813a1525415d4b41aa18d635c,鞍山市金腾物资有限公司,注销,assjt.shop.dbgtzx.com,鞍山市千山区宁远镇二台子村2680号14-10号,,"批发和零售业,批发业,矿产品、建材及化工产品批发,",金属材料、耐火材料、冶金炉料、机电产品(不含专营)、化工产品(不含危险化学品)销售。(依法须经批准的
b4e2673faa386f615a9307b08310eb4b,苏州拓维工程装备有限公司,注销,www.towayen-e.com,张家港临江绿色产业园乐余镇永安村,"压力容器,生产制造,通用设备,泵、阀门、压缩机及类似机械,","制造业,通用设备制造业,",普通气体储存、气体分离设备、石油冶金设备、电站、化工设备开发、制造、销售；自营和代理各类商品及技术的
b7a14e0c90c605d6b1beb915f1cc47dc,捷安特轻合金科技（昆山）股份有限公司,注销,www.giant-alloy.com,江苏省昆山开发区南河路188号,"材料类,新材料,先进制造,金属制品,有色金属合金制造,有色金属制品,金属冶炼和压延加工,铝制品生产,","制造业,金属制品业,金属制日用品制造,",生产新型合金材料和半固态及超塑铝产品，（自行车用、运动器材用、医疗器械用铝镁合金车轮及构件），笔记本
b83fb0b91b8d36a2cc4caecdc94cf8d7,嘉兴久东建设工程有限公司,注销,暂无官网信息,浙江省嘉兴市海盐县秦山街道秦山大道97号1幢2楼,,"建筑业,房屋建筑业,",房屋建筑工程、市政工程、土石方工程、钢结构工程施工;机电设备安装;建筑物装饰设计与施工;楼房智能化工
b91557939244dea1452d3ea1a95a0707,武汉锐翔机械制造有限公司,注销,暂无官网信息,武汉市汉阳区永丰乡徐湾村48号,,"制造业,计算机、通信和其他电子设备制造业,其他电子设备制造,","机械设备制造、销售(依法需经批准的项目,经相关部门批准后方可开展经营活动)。"
ba0fe267dab0df3efdfc6831c4fc257e,淄博市工程咨询院,注销,暂无官网信息,张店西二路128号,,"科学研究和技术服务业,专业技术服务业,工程技术与设计服务,工程管理服务,教育,招标采购,","基本建设工程咨询(凭法定的许可证件经营)*(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
ba8162fbb3729ea908d6146a597b33db,六安赛庚电力科技服务有限公司,注销,暂无官网信息,安徽霍山高桥湾现代产业园,,"科学研究和技术服务业,科技推广和应用服务业,知识产权服务,",电力科技信息交流、科技推广、科技咨询服务；电力电气设备技术咨询、售后服务及相关应用软件开发、销售。（
c0092114b95716c863d84122b71093bb,深圳市年年红智能科技有限公司,注销,暂无官网信息,深圳市坪山区龙田街道南布社区大同路9号2栋,,"制造业,专用设备制造业,环保、邮政、社会公共服务及其他专用设备制造,",一般经营项目是：智能门控系统、开门机、道闸、通道闸、电动伸缩门的技术开发、购销；品牌策划；国内贸易；
c04ac30176412b4a56bb88b5c38f6448,沈阳科来科生物科技有限公司,注销,暂无官网信息,沈阳市于洪区洪滨路22号,,"科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,生物技术,","生物技术研究、技术咨询服务,生物酶制品及试剂、食品检测仪器、水质检测仪器、实验室设备及家具、科研仪器"
c3669b21e00eb68c0d1f1adca5ad3da3,浙江宏炉钢铁有限公司,注销,暂无官网信息,拱墅区三里洋路8号(杭州三里洋钢材市场A区3号楼一楼138、139号),,"批发和零售业,批发业,矿产品、建材及化工产品批发,金属及金属矿批发,",钢材的销售(上述经营范围应在《市场名称登记证》有效的营业期限内经营)。
c46129fa04ed79c774f9e8f4447d381e,武侯区福多建材经营部,注销,暂无官网信息,成都市武侯区金花桥街道陆坝村3组,,"批发和零售业,批发业,",批发、零售：建材、五金交电、金属材料。
cc23ec78c3431bde68cc96157f52a275,四川坤明环保科技有限公司,注销,暂无官网信息,四川省德阳市千佛村,,"制造业,通用设备制造业,",机械设备控制系统的技术研究、设计、技术转让、技术服务及销售，环保节能成套设备的制造、设计、销售，电子
cebe8b3de35a9d59c7236f515b4b0045,北京傲腾基业科技有限公司,注销,暂无官网信息,北京市海淀区北三环西路48号3号楼7层8B,,"科学研究和技术服务业,科技推广和应用服务业,技术推广服务,其他技术推广服务,",销售计算机、软件及辅助设备、机械设备、电子产品;计算机维修;应用软件服务;技术开发、技术推广、技术转
ced398eda71a908a6b3ae86af2945d08,长沙美迪新能源有限公司,注销,www.meidixny.com,长沙经济技术开发区盼盼路21号湖南浩润科技有限公司办公楼一楼,"清洁能源,能源电力,新能源,","批发和零售业,批发业,环保能源,新能源,",新能源的技术开发、咨询及转让；新能源汽车运营；油（汽）库、加油（汽）站的规划、设计；多功能一体节能灶
d077a7e4ddf5e3648c2b17b11c0c63bb,浙江泰朗钢管有限公司,注销,www.stellarpipe.com.cn,浙江省青田县温溪镇小峙工业区,,"制造业,金属制品业,铸造及其他金属制品制造,其他未列明金属制品制造,",不锈钢荒管、无缝管、焊管、钢带、钢卷、盘条、管件、法兰、管材、阀门及配件、其他不锈钢制品、金属制品的
d2b36804678bd6e5eed8947e42b4bd86,锦州阳光科技发展有限公司,注销,暂无官网信息,锦州市中央南街25-126号,"专用设备,生产制造,检测设备,","制造业,仪器仪表制造业,其他仪器仪表制造业,",仪器仪表、工业自动化设备、计算机应用软件的研制与开发;五金工具、机电产品(除汽车)销售(依法须经批准
d6f1084948992944098d2565646cabe2,中集建设集团有限公司武汉分公司,注销,暂无官网信息,武汉市江夏区大桥新街8号,,"建筑业,房屋建筑业,",为本集团公司承接地基基础工程、水利水电工程、市政工程、建筑幕墙工程、管道管线工程、土木工程建筑工程的
d9560b21b18643ae9d647394b04c6fa7,开鲁县开鲁镇金富满佳超市,注销,暂无官网信息,开鲁县开鲁镇创业大厦负一层,,"批发和零售业,零售业,",肉、禽、蛋、奶、水产品、饮品、烟酒、生鲜食品、冷冻食品、水果、蔬菜、米面粮油、保健食品、日用百货、民
